0,1.0,Vitamin E,free-radical damage,
0,1.0,Green tea,cancer cells,
0,1.0,Orlistat,fat-soluble vitamins,
0,1.0,Vitamin C,melanin,
0,1.0,Aspirin,blood clotting,
0,1.0,Lycopene,heart disease,
0,1.0,Plant sterols,cholesterol,
0,1.0,ACE inhibitors,angiotensin II,
0,1.0,Anticoagulants,blood clots,
0,1.0,Vitamin E,cancer,
1,0.00854459482182,Antioxidants,free radicals,
1,0.00751788090477,Angiogenesis inhibitors,new blood vessels,
1,0.00688995578403,gums,crystals,
1,0.00398397009302,Drugs,androgens,
1,0.00398397009302,Glucocorticoids,IL-1,
1,0.00398397009302,Protease inhibitors,a medical emergency,
1,0.00387560012852,ACE inhibitors,a hormone,
1,0.00387560012852,Anticoagulants,clots,
1,0.00387560012852,Aromatase inhibitors,estradiol,
1,0.00387560012852,Drug-eluting stents,scar tissue,
2,4.83090025564e-05,Proteins,DNA,
2,4.58567505866e-05,Antioxidants,free radical damage,
2,4.3873991461e-05,Helps,sun damage,
2,3.64370270239e-05,Diuretics,excess fluid,
2,3.57536121897e-05,White blood cells,infection,
2,3.50538454626e-05,The IgE antibodies,two types of cells,
2,3.50538454626e-05,antibodies,specific antigens,
2,3.49231463163e-05,Antioxidants,harmful free radicals,
2,2.77044965265e-05,condoms,STDs,
2,2.70203725205e-05,Antibodies,antigens,
3,3.75547834823e-07,White blood cells,disease,
3,2.44885456239e-07,Condoms,AIDS,
3,2.28024999437e-07,Antibiotics,bacterial infections,
3,2.16008705286e-07,Antibodies,infection,
3,2.16008705286e-07,Antioxidants,free radical activity,
3,2.16008705286e-07,Lymphocytes,infection,
3,2.16008705286e-07,Neutrophils,bacterial infections,
3,2.16008705286e-07,Neutrophils,infection,
3,2.16008705286e-07,White cells,infection,
3,1.71405390412e-07,Helps,overindulgences,
4,2.99228042771e-09,Antibiotics,bacteria,
4,1.45717393162e-09,Antibiotics,infections,
4,1.16542730493e-09,Credit card numbers,payment processing,
4,1.02736359944e-09,Antioxidants,free radicals damage,
4,1.02613025965e-09,Immunizations,disease,
4,9.90384352248e-10,AVODART,thousands of men,
4,9.38389175637e-10,Insecticide-treated bed nets,malaria,
4,8.85969789272e-10,Chiropractors,backs,
4,8.71113010314e-10,Antioxidants,oxidation,
4,8.59349086081e-10,Antioxidants,free-radical damage,
5,1.38367260655e-11,Pesticides,pests,
5,1.37732814397e-11,Amantadine and rimantadine,influenza A.,
